Roll,Sem,SubCode,Credit,Grade,Sub_Type
0401EE14,3,EE220,8,BC,CORE
0401EE14,3,HS201,6,BB,HS Elective
0401EE14,3,MA201,8,BC,CORE
0401EE14,4,EE203,6,BB,CORE
0401EE14,4,EE204,3,AB,CORE
0401EE14,4,EE230,8,AB,CORE
0401EE14,4,EE280,6,CC,CORE
0401EE14,4,EE281,3,AB,CORE
0401EE14,4,HS202,6,BC,HS ELECTIVE
0401EE14,4,MA225,8,BC,CORE
0401EE14,4,MA251,6,BB,Elective-Sc.
0401EE14,5,EE310,6,AA,CORE
0401EE14,5,EE311,3,AB,CORE
0401EE14,5,EE320,6,AB,CORE
0401EE14,5,EE331,3,BB,CORE
0401EE14,5,EE350,6,BB,CORE
0401EE14,5,EE370,6,BC,CORE
0401EE14,5,EE371,3,AA,CORE
0401EE14,5,EE380,6,BB,CORE
0401EE14,6,EE304,4,AA,CORE
0401EE14,6,EE321,3,AB,CORE
0401EE14,6,EE322,6,BC,CORE
0401EE14,6,EE340,6,AB,CORE
0401EE14,6,EE351,6,BC,CORE
0401EE14,6,EE360,6,AB,CORE
0401EE14,6,EE361,3,AB,CORE
0401EE14,6,HS331,6,BB,HS Elective
0401EE14,7,EE400,2,BB,CORE
0401EE14,7,EE430,6,AB,DEPARTMENTAL ELECTIVE - I
0401EE14,7,EE480,6,CC,CORE
0401EE14,7,EE481,6,BB,CORE
0401EE14,7,EE482,3,AB,CORE
0401EE14,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
0401EE14,7,EE498,10,AB,CORE
0401EE14,7,PH402,6,AB,OPEN ELECTIVE - I
0401EE14,8,EE483,6,AB,Departmental Elective - III
0401EE14,8,EE491,6,BB,Departmental Elective - IV
0401EE14,8,EE499,14,BB,CORE
0401EE14,8,HS441,6,BB,HSS Elective
0401EE14,8,PH403,6,AB,Open Elective - II
0401EE15,1,CH101,8,CC,CORE
0401EE15,1,CH110,3,BC,CORE
0401EE15,1,EE101,8,CD,CORE
0401EE15,1,HS101,6,AB,CORE
0401EE15,1,MA101,8,DD,CORE
0401EE15,1,ME111,7,CC,CORE
0401EE15,1,PH101,6,CC,CORE
0401EE15,1,PH110,3,AB,CORE
0401EE15,2,CH102,6,DD,CORE
0401EE15,2,CS101,6,DD,CORE
0401EE15,2,CS110,3,CD,CORE
0401EE15,2,EE102,4,BC,CORE
0401EE15,2,MA102,8,CC,CORE
0401EE15,2,ME101,8,DD,CORE
0401EE15,2,ME110,3,BB,CORE
0401EE15,2,PH102,6,DD,CORE
0401EE15,3,CS201,9,DD,CORE
0401EE15,3,EE200,6,CC,CORE
0401EE15,3,EE201,6,DD,CORE
0401EE15,3,EE202,3,BB,CORE
0401EE15,3,EE220,8,CD,CORE
0401EE15,3,HS201,6,DD,HS Elective
0401EE15,3,MA201,8,CC,CORE
0401EE15,4,EE203,6,CC,CORE
0401EE15,4,EE204,3,AB,CORE
0401EE15,4,EE230,8,CC,CORE
0401EE15,4,EE280,6,DD,CORE
0401EE15,4,EE281,3,CD,CORE
0401EE15,4,HS202,6,DD,HS ELECTIVE
0401EE15,4,MA225,8,CD,CORE
0401EE15,4,MA251,6,DD,Elective-Sc.
0401EE15,5,EE310,6,CD,CORE
0401EE15,5,EE311,3,CD,CORE
0401EE15,5,EE320,6,CD,CORE
0401EE15,5,EE331,3,BC,CORE
0401EE15,5,EE350,6,CD,CORE
0401EE15,5,EE370,6,CD,CORE
0401EE15,5,EE371,3,BB,CORE
0401EE15,5,EE380,6,CC,CORE
0401EE15,6,EE304,4,AA,CORE
0401EE15,6,EE321,3,BB,CORE
0401EE15,6,EE322,6,BC,CORE
0401EE15,6,EE340,6,DD,CORE
0401EE15,6,EE351,6,DD,CORE
0401EE15,6,EE360,6,DD,CORE
0401EE15,6,EE361,3,CC,CORE
0401EE15,6,HS331,6,DD,HS Elective
0401EE15,7,EE400,2,BC,CORE
0401EE15,7,EE430,6,CD,DEPARTMENTAL ELECTIVE - I
0401EE15,7,EE480,6,CC,CORE
0401EE15,7,EE481,6,CD,CORE
0401EE15,7,EE482,3,BC,CORE
0401EE15,7,EE490,6,CD,DEPARTMENTAL ELECTIVE - II
0401EE15,7,EE498,10,BC,CORE
0401EE15,7,MA410,6,CC,OPEN ELECTIVE - I
0401EE15,8,EE483,6,CC,Departmental Elective - III
0401EE15,8,EE491,6,CC,Departmental Elective - IV
0401EE15,8,EE499,14,CC,CORE
0401EE15,8,HS441,6,DD,HSS Elective
0401EE15,8,MA412,6,CD,Open Elective - II
0401EE16,1,CH101,8,CC,CORE
0401EE16,1,CH110,3,BB,CORE
0401EE16,1,EE101,8,CC,CORE
0401EE16,1,HS101,6,CC,CORE
0401EE16,1,MA101,8,CD,CORE
0401EE16,1,ME111,7,BC,CORE
0401EE16,1,PH101,6,DD,CORE
0401EE16,1,PH110,3,AB,CORE
0401EE16,2,CH102,6,CD,CORE
0401EE16,2,CS101,6,CD,CORE
0401EE16,2,CS110,3,CC,CORE
0401EE16,2,EE102,4,CC,CORE
0401EE16,2,MA102,8,DD,CORE
0401EE16,2,ME101,8,DD,CORE
0401EE16,2,ME110,3,BB,CORE
0401EE16,2,PH102,6,DD,CORE
0401EE16,3,CS201,9,BC,CORE
0401EE16,3,EE200,6,BB,CORE
0401EE16,3,EE201,6,BC,CORE
0401EE16,3,EE202,3,BB,CORE
0401EE16,3,EE220,8,CC,CORE
0401EE16,3,HS201,6,BC,HS Elective
0401EE16,3,MA201,8,CC,CORE
0401EE16,4,EE203,6,BB,CORE
0401EE16,4,EE204,3,BB,CORE
0401EE16,4,EE230,8,BB,CORE
0401EE16,4,EE280,6,DD,CORE
0401EE16,4,EE281,3,BC,CORE
0401EE16,4,HS211,6,BC,HS ELECTIVE
0401EE16,4,MA225,8,CC,CORE
0401EE16,4,MA251,6,CC,Elective-Sc.
0401EE16,5,EE310,6,BB,CORE
0401EE16,5,EE311,3,BB,CORE
0401EE16,5,EE320,6,BC,CORE
0401EE16,5,EE331,3,BB,CORE
0401EE16,5,EE350,6,BC,CORE
0401EE16,5,EE370,6,CC,CORE
0401EE16,5,EE371,3,AA,CORE
0401EE16,5,EE380,6,BC,CORE
0401EE16,6,EE304,4,AA,CORE
0401EE16,6,EE321,3,AB,CORE
0401EE16,6,EE322,6,BC,CORE
0401EE16,6,EE340,6,CD,CORE
0401EE16,6,EE351,6,CC,CORE
0401EE16,6,EE360,6,BC,CORE
0401EE16,6,EE361,3,BC,CORE
0401EE16,6,HS331,6,BC,HS Elective
0401EE16,7,EE400,2,BC,CORE
0401EE16,7,EE430,6,BC,DEPARTMENTAL ELECTIVE - I
0401EE16,7,EE480,6,CC,CORE
0401EE16,7,EE481,6,BC,CORE
0401EE16,7,EE482,3,BB,CORE
0401EE16,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
0401EE16,7,EE498,10,AB,CORE
0401EE16,7,PH402,6,BC,OPEN ELECTIVE - I
0401EE16,8,EE483,6,BC,Departmental Elective - III
0401EE16,8,EE491,6,AB,Departmental Elective - IV
0401EE16,8,EE499,14,AB,CORE
0401EE16,8,HS441,6,BC,HSS Elective
0401EE16,8,PH403,6,BB,Open Elective - II
0401EE17,1,CH101,8,BC,CORE
0401EE17,1,CH110,3,AA,CORE
0401EE17,1,EE101,8,CC,CORE
0401EE17,1,HS101,6,BC,CORE
0401EE17,1,MA101,8,BC,CORE
0401EE17,1,ME111,7,CC,CORE
0401EE17,1,PH101,6,CC,CORE
0401EE17,1,PH110,3,AB,CORE
0401EE17,2,CH102,6,CC,CORE
0401EE17,2,CS101,6,BC,CORE
0401EE17,2,CS110,3,BC,CORE
0401EE17,2,EE102,4,BC,CORE
0401EE17,2,MA102,8,BC,CORE
0401EE17,2,ME101,8,CC,CORE
0401EE17,2,ME110,3,AA,CORE
0401EE17,2,PH102,6,CC,CORE
0401EE17,3,CS201,9,BB,CORE
0401EE17,3,EE200,6,AB,CORE
0401EE17,3,EE201,6,AA,CORE
0401EE17,3,EE202,3,AA,CORE
0401EE17,3,EE220,8,BB,CORE
0401EE17,3,HS201,6,BB,HS Elective
0401EE17,3,MA201,8,BC,CORE
0401EE17,4,EE203,6,BC,CORE
0401EE17,4,EE204,3,AA,CORE
0401EE17,4,EE230,8,BB,CORE
0401EE17,4,EE280,6,BC,CORE
0401EE17,4,EE281,3,BB,CORE
0401EE17,4,HS211,6,AB,HS ELECTIVE
0401EE17,4,MA214,6,CD,Elective-Sc.
0401EE17,4,MA225,8,BC,CORE
0401EE17,5,EE310,6,BC,CORE
0401EE17,5,EE311,3,BB,CORE
0401EE17,5,EE320,6,BC,CORE
0401EE17,5,EE331,3,AB,CORE
0401EE17,5,EE350,6,BB,CORE
0401EE17,5,EE370,6,BB,CORE
0401EE17,5,EE371,3,AA,CORE
0401EE17,5,EE380,6,BC,CORE
0401EE17,6,EE304,4,AB,CORE
0401EE17,6,EE321,3,AB,CORE
0401EE17,6,EE322,6,CC,CORE
0401EE17,6,EE340,6,CC,CORE
0401EE17,6,EE351,6,CD,CORE
0401EE17,6,EE360,6,BC,CORE
0401EE17,6,EE361,3,CC,CORE
0401EE17,6,HS331,6,BC,HS Elective
0401EE17,7,EE400,2,BB,CORE
0401EE17,7,EE430,6,BC,DEPARTMENTAL ELECTIVE - I
0401EE17,7,EE480,6,BC,CORE
0401EE17,7,EE481,6,BC,CORE
0401EE17,7,EE482,3,BB,CORE
0401EE17,7,EE490,6,BC,DEPARTMENTAL ELECTIVE - II
0401EE17,7,EE498,10,AB,CORE
0401EE17,7,PH402,6,BC,OPEN ELECTIVE - I
0401EE17,8,EE483,6,BC,Departmental Elective - III
0401EE17,8,EE491,6,BB,Departmental Elective - IV
0401EE17,8,EE499,14,AA,CORE
0401EE17,8,HS441,6,BC,HSS Elective
0401EE17,8,MA412,6,BC,Open Elective - II
0401EE18,1,CH101,8,BB,CORE
0401EE18,1,CH110,3,AA,CORE
0401EE18,1,EE101,8,CC,CORE
0401EE18,1,HS101,6,AB,CORE
0401EE18,1,MA101,8,CC,CORE
0401EE18,1,ME111,7,BC,CORE
0401EE18,1,PH101,6,BC,CORE
0401EE18,1,PH110,3,AA,CORE
0401EE18,2,CH102,6,CC,CORE
0401EE18,2,CS101,6,CC,CORE
0401EE18,2,CS110,3,BC,CORE
0401EE18,2,EE102,4,BB,CORE
0401EE18,2,MA102,8,BC,CORE
0401EE18,2,ME101,8,BC,CORE
0401EE18,2,ME110,3,AB,CORE
0401EE18,2,PH102,6,BB,CORE
0401EE18,3,CS201,9,BC,CORE
0401EE18,3,EE200,6,AA,CORE
0401EE18,3,EE201,6,BC,CORE
0401EE18,3,EE202,3,BC,CORE
0401EE18,3,EE220,8,BB,CORE
0401EE18,3,HS201,6,AB,HS Elective
0401EE18,3,MA201,8,BB,CORE
0401EE18,4,EE203,6,BB,CORE
0401EE18,4,EE204,3,BB,CORE
0401EE18,4,EE230,8,BB,CORE
0401EE18,4,EE280,6,BC,CORE
0401EE18,4,EE281,3,BB,CORE
0401EE18,4,HS202,6,BC,HS ELECTIVE
0401EE18,4,MA225,8,BC,CORE
0401EE18,4,MA251,6,BB,Elective-Sc.
0401EE18,5,EE310,6,CC,CORE
0401EE18,5,EE311,3,CC,CORE
0401EE18,5,EE320,6,BB,CORE
0401EE18,5,EE331,3,BB,CORE
0401EE18,5,EE350,6,BB,CORE
0401EE18,5,EE370,6,BC,CORE
0401EE18,5,EE371,3,BB,CORE
0401EE18,5,EE380,6,BC,CORE
0401EE18,6,EE304,4,BB,CORE
0401EE18,6,EE321,3,AB,CORE
0401EE18,6,EE322,6,BC,CORE
0401EE18,6,EE340,6,BB,CORE
0401EE18,6,EE351,6,DD,CORE
0401EE18,6,EE360,6,CC,CORE
0401EE18,6,EE361,3,CC,CORE
0401EE18,6,HS331,6,BB,HS Elective
0401EE18,7,EE400,2,BB,CORE
0401EE18,7,EE430,6,CC,DEPARTMENTAL ELECTIVE - I
0401EE18,7,EE480,6,CC,CORE
0401EE18,7,EE481,6,BC,CORE
0401EE18,7,EE482,3,DD,CORE
0401EE18,7,EE490,6,BC,DEPARTMENTAL ELECTIVE - II
0401EE18,7,EE498,10,CC,CORE
0401EE18,7,ME481,6,BB,OPEN ELECTIVE - I
0401EE18,8,EE483,6,BC,Departmental Elective - III
0401EE18,8,EE491,6,BC,Departmental Elective - IV
0401EE18,8,EE499,14,CD,CORE
0401EE18,8,HS441,6,BC,HSS Elective
0401EE18,8,MA412,6,BB,Open Elective - II
0401EE19,1,CH101,8,BC,CORE
0401EE19,1,CH110,3,BB,CORE
0401EE19,1,EE101,8,CC,CORE
0401EE19,1,HS101,6,AB,CORE
0401EE19,1,MA101,8,BC,CORE
0401EE19,1,ME111,7,AB,CORE
0401EE19,1,PH101,6,BB,CORE
0401EE19,1,PH110,3,AA,CORE
0401EE19,2,CH102,6,CD,CORE
0401EE19,2,CS101,6,CC,CORE
0401EE19,2,CS110,3,CC,CORE
0401EE19,2,EE102,4,BB,CORE
0401EE19,2,MA102,8,CD,CORE
0401EE19,2,ME101,8,CC,CORE
0401EE19,2,ME110,3,BB,CORE
0401EE19,2,PH102,6,DD,CORE
0401EE19,3,CS201,9,BC,CORE
0401EE19,3,EE200,6,AB,CORE
0401EE19,3,EE201,6,AB,CORE
0401EE19,3,EE202,3,AA,CORE
0401EE19,3,EE220,8,BC,CORE
0401EE19,3,HS201,6,CC,HS Elective
0401EE19,3,MA201,8,CC,CORE
0401EE19,4,EE203,6,BB,CORE
0401EE19,4,EE204,3,AB,CORE
0401EE19,4,EE230,8,AB,CORE
0401EE19,4,EE280,6,CC,CORE
0401EE19,4,EE281,3,BC,CORE
0401EE19,4,HS202,6,BC,HS ELECTIVE
0401EE19,4,MA225,8,BC,CORE
0401EE19,4,MA251,6,CC,Elective-Sc.
0401EE19,5,EE310,6,BB,CORE
0401EE19,5,EE311,3,BB,CORE
0401EE19,5,EE320,6,BB,CORE
0401EE19,5,EE331,3,BB,CORE
0401EE19,5,EE350,6,BC,CORE
0401EE19,5,EE370,6,BB,CORE
0401EE19,5,EE371,3,AB,CORE
0401EE19,5,EE380,6,BB,CORE
0401EE19,6,EE304,4,AB,CORE
0401EE19,6,EE321,3,AB,CORE
0401EE19,6,EE322,6,BC,CORE
0401EE19,6,EE340,6,BC,CORE
0401EE19,6,EE351,6,BC,CORE
0401EE19,6,EE360,6,AB,CORE
0401EE19,6,EE361,3,AA,CORE
0401EE19,6,HS331,6,CC,HS Elective
0401EE19,7,EE400,2,AB,CORE
0401EE19,7,EE430,6,AB,DEPARTMENTAL ELECTIVE - I
0401EE19,7,EE480,6,BC,CORE
0401EE19,7,EE481,6,BC,CORE
0401EE19,7,EE482,3,BB,CORE
0401EE19,7,EE490,6,AB,DEPARTMENTAL ELECTIVE - II
0401EE19,7,EE498,10,AA,CORE
0401EE19,7,PH402,6,AB,OPEN ELECTIVE - I
0401EE19,8,EE483,6,BC,Departmental Elective - III
0401EE19,8,EE491,6,AA,Departmental Elective - IV
0401EE19,8,EE499,14,BB,CORE
0401EE19,8,HS441,6,BC,HSS Elective
0401EE19,8,PH403,6,BB,Open Elective - II
0401EE20,1,CH101,8,BC,CORE
0401EE20,1,CH110,3,AB,CORE
0401EE20,1,EE101,8,CC,CORE
0401EE20,1,HS101,6,BC,CORE
0401EE20,1,MA101,8,BC,CORE
0401EE20,1,ME111,7,BB,CORE
0401EE20,1,PH101,6,BC,CORE
0401EE20,1,PH110,3,AB,CORE
0401EE20,2,CH102,6,CC,CORE
0401EE20,2,CS101,6,CC,CORE
0401EE20,2,CS110,3,CD,CORE
0401EE20,2,EE102,4,BC,CORE
0401EE20,2,MA102,8,CD,CORE
0401EE20,2,ME101,8,CC,CORE
0401EE20,2,ME110,3,AB,CORE
0401EE20,2,PH102,6,CC,CORE
0401EE20,3,CS201,9,BB,CORE
0401EE20,3,EE200,6,BB,CORE
0401EE20,3,EE201,6,BC,CORE
0401EE20,3,EE202,3,AB,CORE
0401EE20,3,EE220,8,BC,CORE
0401EE20,3,HS201,6,BB,HS Elective
0401EE20,3,MA201,8,BC,CORE
0401EE20,4,EE203,6,BB,CORE
0401EE20,4,EE204,3,AB,CORE
0401EE20,4,EE230,8,AB,CORE
0401EE20,4,EE280,6,BC,CORE
0401EE20,4,EE281,3,AB,CORE
0401EE20,4,HS202,6,BC,HS ELECTIVE
0401EE20,4,MA225,8,BC,CORE
0401EE20,4,MA251,6,BC,Elective-Sc.
0401EE20,5,EE310,6,AB,CORE
0401EE20,5,EE311,3,BB,CORE
0401EE20,5,EE320,6,BB,CORE
0401EE20,5,EE331,3,BC,CORE
0401EE20,5,EE350,6,BB,CORE
0401EE20,5,EE370,6,BC,CORE
0401EE20,5,EE371,3,AB,CORE
0401EE20,5,EE380,6,BB,CORE
0401EE20,6,EE304,4,AB,CORE
0401EE20,6,EE321,3,BB,CORE
0401EE20,6,EE322,6,BC,CORE
0401EE20,6,EE340,6,BB,CORE
0401EE20,6,EE351,6,CC,CORE
0401EE20,6,EE360,6,BB,CORE
0401EE20,6,EE361,3,BB,CORE
0401EE20,6,HS331,6,BB,HS Elective
0401EE20,7,EE400,2,AB,CORE
0401EE20,7,EE430,6,BB,DEPARTMENTAL ELECTIVE - I
0401EE20,7,EE480,6,BC,CORE
0401EE20,7,EE481,6,BC,CORE
0401EE20,7,EE482,3,BB,CORE
0401EE20,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
0401EE20,7,EE498,10,BB,CORE
0401EE20,7,PH402,6,BB,OPEN ELECTIVE - I
0401EE20,8,EE483,6,BC,Departmental Elective - III
0401EE20,8,EE491,6,CC,Departmental Elective - IV
0401EE20,8,EE499,14,CD,CORE
0401EE20,8,HS441,6,BB,HSS Elective
0401EE20,8,PH403,6,BB,Open Elective - II
0401EE21,1,CH101,8,CD,CORE
0401EE21,1,CH110,3,AA,CORE
0401EE21,1,EE101,8,CD,CORE
0401EE21,1,HS101,6,CC,CORE
0401EE21,1,MA101,8,DD,CORE
0401EE21,1,ME111,7,CC,CORE
0401EE21,1,PH101,6,DD,CORE
0401EE21,1,PH110,3,AB,CORE
0401EE21,2,CH102,6,CD,CORE
0401EE21,2,CS101,6,CD,CORE
0401EE21,2,CS110,3,CC,CORE
0401EE21,2,EE102,4,BB,CORE
0401EE21,2,MA102,8,CD,CORE
0401EE21,2,ME101,8,DD,CORE
0401EE21,2,ME110,3,AB,CORE
0401EE21,2,PH102,6,DD,CORE
0401EE21,3,CS201,9,CC,CORE
0401EE21,3,EE200,6,BB,CORE
0401EE21,3,EE201,6,CC,CORE
0401EE21,3,EE202,3,CD,CORE
0401EE21,3,EE220,8,CD,CORE
0401EE21,3,HS201,6,BC,HS Elective
0401EE21,3,MA201,8,CD,CORE
0401EE21,4,EE203,6,BC,CORE
0401EE21,4,EE204,3,BB,CORE
0401EE21,4,EE230,8,BB,CORE
0401EE21,4,EE280,6,CD,CORE
0401EE21,4,EE281,3,BB,CORE
0401EE21,4,HS202,6,AB,HS ELECTIVE
0401EE21,4,MA225,8,CD,CORE
0401EE21,4,MA251,6,CD,Elective-Sc.
0401EE21,5,EE310,6,CC,CORE
0401EE21,5,EE311,3,BC,CORE
0401EE21,5,EE320,6,DD,CORE
0401EE21,5,EE331,3,BB,CORE
0401EE21,5,EE350,6,CD,CORE
0401EE21,5,EE370,6,DD,CORE
0401EE21,5,EE371,3,AB,CORE
0401EE21,5,EE380,6,CC,CORE
0401EE21,6,EE304,4,AA,CORE
0401EE21,6,EE321,3,AB,CORE
0401EE21,6,EE322,6,CC,CORE
0401EE21,6,EE340,6,BC,CORE
0401EE21,6,EE351,6,DD,CORE
0401EE21,6,EE360,6,CC,CORE
0401EE21,6,EE361,3,CC,CORE
0401EE21,6,HS331,6,BB,HS Elective
0401EE21,7,EE400,2,BB,CORE
0401EE21,7,EE430,6,CC,DEPARTMENTAL ELECTIVE - I
0401EE21,7,EE480,6,CC,CORE
0401EE21,7,EE481,6,CC,CORE
0401EE21,7,EE482,3,BB,CORE
0401EE21,7,EE490,6,BC,DEPARTMENTAL ELECTIVE - II
0401EE21,7,EE498,10,BC,CORE
0401EE21,7,PH402,6,BB,OPEN ELECTIVE - I
0401EE21,8,EE483,6,BB,Departmental Elective - III
0401EE21,8,EE491,6,BC,Departmental Elective - IV
0401EE21,8,EE499,14,CD,CORE
0401EE21,8,HS441,6,BC,HSS Elective
0401EE21,8,PH403,6,AB,Open Elective - II
0401EE22,1,CH101,8,AB,CORE
0401EE22,1,CH110,3,BB,CORE
0401EE22,1,EE101,8,BB,CORE
0401EE22,1,HS101,6,BB,CORE
0401EE22,1,MA101,8,BB,CORE
0401EE22,1,ME111,7,BB,CORE
0401EE22,1,PH101,6,AB,CORE
0401EE22,1,PH110,3,AB,CORE
0401EE22,2,CH102,6,BB,CORE
0401EE22,2,CS101,6,CC,CORE
0401EE22,2,CS110,3,CD,CORE
0401EE22,2,EE102,4,AB,CORE
0401EE22,2,MA102,8,BC,CORE
0401EE22,2,ME101,8,BB,CORE
0401EE22,2,ME110,3,AA,CORE
0401EE22,2,PH102,6,BB,CORE
0401EE22,3,CS201,9,BB,CORE
0401EE22,3,EE200,6,AB,CORE
0401EE22,3,EE201,6,AB,CORE
0401EE22,3,EE202,3,BC,CORE
0401EE22,3,EE220,8,BB,CORE
0401EE22,3,HS201,6,AA,HS Elective
0401EE22,3,MA201,8,BB,CORE
0401EE22,4,EE203,6,AA,CORE
0401EE22,4,EE204,3,AB,CORE
0401EE22,4,EE230,8,AA,CORE
0401EE22,4,EE280,6,AA,CORE
0401EE22,4,EE281,3,AA,CORE
0401EE22,4,HS202,6,AB,HS ELECTIVE
0401EE22,4,MA225,8,BC,CORE
0401EE22,4,MA251,6,BB,Elective-Sc.
0401EE22,5,EE310,6,AB,CORE
0401EE22,5,EE311,3,AB,CORE
0401EE22,5,EE320,6,AA,CORE
0401EE22,5,EE331,3,AB,CORE
0401EE22,5,EE350,6,AB,CORE
0401EE22,5,EE370,6,AB,CORE
0401EE22,5,EE371,3,AB,CORE
0401EE22,5,EE380,6,AA,CORE
0401EE22,6,EE304,4,AA,CORE
0401EE22,6,EE321,3,BB,CORE
0401EE22,6,EE322,6,BB,CORE
0401EE22,6,EE340,6,AA,CORE
0401EE22,6,EE351,6,AB,CORE
0401EE22,6,EE360,6,AB,CORE
0401EE22,6,EE361,3,AA,CORE
0401EE22,6,HS331,6,AB,HS Elective
0401EE22,7,EE400,2,BB,CORE
0401EE22,7,EE430,6,AA,DEPARTMENTAL ELECTIVE - I
0401EE22,7,EE480,6,AA,CORE
0401EE22,7,EE481,6,AB,CORE
0401EE22,7,EE482,3,AA,CORE
0401EE22,7,EE490,6,AA,DEPARTMENTAL ELECTIVE - II
0401EE22,7,EE498,10,BB,CORE
0401EE22,7,PH402,6,AA,OPEN ELECTIVE - I
0401EE22,8,EE483,6,AA,Departmental Elective - III
0401EE22,8,EE491,6,AA,Departmental Elective - IV
0401EE22,8,EE499,14,AB,CORE
0401EE22,8,HS441,6,BB,HSS Elective
0401EE22,8,PH403,6,AA,Open Elective - II
0401EE23,1,CH101,8,BC,CORE
0401EE23,1,CH110,3,AA,CORE
0401EE23,1,EE101,8,BC,CORE
0401EE23,1,HS101,6,BB,CORE
0401EE23,1,MA101,8,BB,CORE
0401EE23,1,ME111,7,AA,CORE
0401EE23,1,PH101,6,BC,CORE
0401EE23,1,PH110,3,AA,CORE
0401EE23,2,CH102,6,BB,CORE
0401EE23,2,CS101,6,CD,CORE
0401EE23,2,CS110,3,BB,CORE
0401EE23,2,EE102,4,AB,CORE
0401EE23,2,MA102,8,CC,CORE
0401EE23,2,ME101,8,BC,CORE
0401EE23,2,ME110,3,AA,CORE
0401EE23,2,PH102,6,AB,CORE
0401EE23,3,CS201,9,BC,CORE
0401EE23,3,EE200,6,AB,CORE
0401EE23,3,EE201,6,BB,CORE
0401EE23,3,EE202,3,AB,CORE
0401EE23,3,EE220,8,BB,CORE
0401EE23,3,HS201,6,AB,HS Elective
0401EE23,3,MA201,8,BC,CORE
0401EE23,4,EE203,6,BB,CORE
0401EE23,4,EE204,3,AB,CORE
0401EE23,4,EE230,8,AB,CORE
0401EE23,4,EE280,6,BB,CORE
0401EE23,4,EE281,3,AB,CORE
0401EE23,4,HS202,6,BB,HS ELECTIVE
0401EE23,4,MA225,8,BC,CORE
0401EE23,4,MA251,6,BC,Elective-Sc.
0401EE23,5,EE310,6,BC,CORE
0401EE23,5,EE311,3,AB,CORE
0401EE23,5,EE320,6,BC,CORE
0401EE23,5,EE331,3,BB,CORE
0401EE23,5,EE350,6,CC,CORE
0401EE23,5,EE370,6,BC,CORE
0401EE23,5,EE371,3,AB,CORE
0401EE23,5,EE380,6,BB,CORE
0401EE23,6,EE304,4,BB,CORE
0401EE23,6,EE321,3,AB,CORE
0401EE23,6,EE322,6,BC,CORE
0401EE23,6,EE340,6,BB,CORE
0401EE23,6,EE351,6,CD,CORE
0401EE23,6,EE360,6,CD,CORE
0401EE23,6,EE361,3,CC,CORE
0401EE23,6,HS331,6,AA,HS Elective
0401EE23,7,EE400,2,AB,CORE
0401EE23,7,EE430,6,BB,DEPARTMENTAL ELECTIVE - I
0401EE23,7,EE480,6,BC,CORE
0401EE23,7,EE481,6,AB,CORE
0401EE23,7,EE482,3,AA,CORE
0401EE23,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
0401EE23,7,EE498,10,BB,CORE
0401EE23,7,PH402,6,AA,OPEN ELECTIVE - I
0401EE23,8,EE483,6,AA,Departmental Elective - III
0401EE23,8,EE491,6,BB,Departmental Elective - IV
0401EE23,8,EE499,14,AB,CORE
0401EE23,8,HS441,6,AB,HSS Elective
0401EE23,8,PH403,6,AA,Open Elective - II
0401EE24,1,CH101,8,BC,CORE
0401EE24,1,CH110,3,AA,CORE
0401EE24,1,EE101,8,CC,CORE
0401EE24,1,HS101,6,BB,CORE
0401EE24,1,MA101,8,CC,CORE
0401EE24,1,ME111,7,BB,CORE
0401EE24,1,PH101,6,CD,CORE
0401EE24,1,PH110,3,AA,CORE
0401EE24,2,CH102,6,CC,CORE
0401EE24,2,CS101,6,DD,CORE
0401EE24,2,CS110,3,CD,CORE
0401EE24,2,EE102,4,BC,CORE
0401EE24,2,MA102,8,CD,CORE
0401EE24,2,ME101,8,CC,CORE
0401EE24,2,ME110,3,AB,CORE
0401EE24,2,PH102,6,CD,CORE
0401EE24,3,CS201,9,CC,CORE
0401EE24,3,EE200,6,BB,CORE
0401EE24,3,EE201,6,BC,CORE
0401EE24,3,EE202,3,BC,CORE
0401EE24,3,EE220,8,CD,CORE
0401EE24,3,HS201,6,AB,HS Elective
0401EE24,3,MA201,8,CC,CORE
0401EE24,4,EE203,6,BB,CORE
0401EE24,4,EE204,3,AB,CORE
0401EE24,4,EE230,8,AB,CORE
0401EE24,4,EE280,6,BC,CORE
0401EE24,4,EE281,3,AB,CORE
0401EE24,4,HS202,6,BB,HS ELECTIVE
0401EE24,4,MA225,8,CC,CORE
0401EE24,4,MA251,6,BC,Elective-Sc.
0401EE24,5,EE310,6,BC,CORE
0401EE24,5,EE311,3,BB,CORE
0401EE24,5,EE320,6,AB,CORE
0401EE24,5,EE331,3,BB,CORE
0401EE24,5,EE350,6,BB,CORE
0401EE24,5,EE370,6,BC,CORE
0401EE24,5,EE371,3,BB,CORE
0401EE24,5,EE380,6,AB,CORE
0401EE24,6,EE304,4,AA,CORE
0401EE24,6,EE321,3,AB,CORE
0401EE24,6,EE322,6,BB,CORE
0401EE24,6,EE340,6,BB,CORE
0401EE24,6,EE351,6,CC,CORE
0401EE24,6,EE360,6,BB,CORE
0401EE24,6,EE361,3,BB,CORE
0401EE24,6,HS331,6,AB,HS Elective
