rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type,slot
1901EE61,5,5,CS384,NULL,NULL,NULL,NULL,Open Elective,NULL
1901EE61,5,5,EE330,NULL,NULL,NULL,NULL,CORE,NULL
1901EE61,5,5,EE331,NULL,NULL,NULL,NULL,CORE,NULL
1901EE61,5,5,EE350,NULL,NULL,NULL,NULL,CORE,NULL
1901EE61,5,5,EE370,NULL,NULL,NULL,NULL,CORE,NULL
1901EE61,5,5,EE372,NULL,NULL,NULL,NULL,CORE,NULL
1901EE61,5,5,EE381,NULL,NULL,NULL,NULL,CORE,NULL
1901CS57,5,5,PH301,NULL,NULL,NULL,NULL,Open Elective,NULL
1901CS57,5,5,CS303,NULL,NULL,NULL,NULL,CORE,NULL
1901CS57,5,5,CS321,NULL,NULL,NULL,NULL,CORE,NULL
1901CS57,5,5,CS322,NULL,NULL,NULL,NULL,CORE,NULL
1901CS57,5,5,CS354,NULL,NULL,NULL,NULL,CORE,NULL
1901CS57,5,5,CS355,NULL,NULL,NULL,NULL,CORE,NULL
1901CS45,5,5,CS303,NULL,NULL,NULL,NULL,CORE,NULL
1901CS45,5,5,CS321,NULL,NULL,NULL,NULL,CORE,NULL
1901CS45,5,5,CS322,NULL,NULL,NULL,NULL,CORE,NULL
1901CS45,5,5,CS354,NULL,NULL,NULL,NULL,CORE,NULL
1901CS45,5,5,CS355,NULL,NULL,NULL,NULL,CORE,NULL
2011ME22,3,3,ME603,NULL,NULL,NULL,NULL,CORE,NULL
1901ME13,5,5,HS301,NULL,NULL,NULL,NULL,Open Elective - II,NULL
1901ME13,5,5,ME313,NULL,NULL,NULL,NULL,CORE,NULL
1901ME13,5,5,ME331,NULL,NULL,NULL,NULL,CORE,NULL
1901ME13,5,5,ME393,NULL,NULL,NULL,NULL,CORE,NULL
1901ME13,5,5,ME395,NULL,NULL,NULL,NULL,CORE,NULL
2011ME08,3,3,ME603,NULL,NULL,NULL,NULL,CORE,NULL
2011ME12,3,3,ME603,NULL,NULL,NULL,NULL,CORE,NULL
2011ME02,3,3,ME603,NULL,NULL,NULL,NULL,CORE,NULL
1901CS29,5,5,HS301,NULL,NULL,NULL,NULL,Open Elective,NULL
1901CS29,5,5,CS303,NULL,NULL,NULL,NULL,CORE,NULL
1901CS29,5,5,CS321,NULL,NULL,NULL,NULL,CORE,NULL
1901CS29,5,5,CS322,NULL,NULL,NULL,NULL,CORE,NULL
1901CS29,5,5,CS354,NULL,NULL,NULL,NULL,CORE,NULL
1901CS29,5,5,CS355,NULL,NULL,NULL,NULL,CORE,NULL
1901ME33,5,5,CS384,NULL,NULL,NULL,NULL,Open Elective - II,NULL
1901ME33,5,5,ME313,NULL,NULL,NULL,NULL,CORE,NULL
1901ME33,5,5,ME331,NULL,NULL,NULL,NULL,CORE,NULL
1901ME33,5,5,ME393,NULL,NULL,NULL,NULL,CORE,NULL
1901ME33,5,5,ME395,NULL,NULL,NULL,NULL,CORE,NULL
2011CE14,3,3,CE605,NULL,NULL,NULL,NULL,CORE,NULL
2021MA18,3,3,MA531,NULL,NULL,NULL,NULL,AUDIT,NULL
1921ME03,6,6,CB501,NULL,NULL,NULL,NULL,AUDIT,NULL
2021CS31,3,3,CS544,NULL,NULL,NULL,NULL,CREDIT,NULL
2021CS31,3,3,CS561,NULL,NULL,NULL,NULL,CREDIT,NULL
2021MA10,3,3,MA531,NULL,NULL,NULL,NULL,AUDIT,NULL
2021HS08,3,3,HS732,NULL,NULL,NULL,NULL,AUDIT,NULL
2121HS02,2,2,HS725,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS02,2,2,HS711,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS02,2,2,HS713,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CS04,2,2,CS577,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS07,2,2,HS733,NULL,NULL,NULL,NULL,AUDIT,NULL
2121HS01,2,2,HS732,NULL,NULL,NULL,NULL,AUDIT,NULL
2121HS01,2,2,HS733,NULL,NULL,NULL,NULL,AUDIT,NULL
2121CS17,2,2,CS561,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CS17,2,2,CS564,NULL,NULL,NULL,NULL,CREDIT,NULL
2021CB02,4,4,ME503,NULL,NULL,NULL,NULL,AUDIT,NULL
2121CB11,2,2,CB501,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB11,2,2,ME521,NULL,NULL,NULL,NULL,AUDIT,NULL
2121HS05,2,2,HS711,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS05,2,2,HS713,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS05,2,2,HS725,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS11,2,2,HS552,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS11,2,2,HS725,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CE16,2,2,CS575,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS04,2,2,HS733,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CS10,2,2,CS544,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CS10,2,2,CS561,NULL,NULL,NULL,NULL,CREDIT,NULL
2021CS30,3,3,CS544,NULL,NULL,NULL,NULL,AUDIT,NULL
2121ME20,2,2,ME521,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH09,2,2,PH704,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB08,2,2,CB501,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH13,2,2,PH701,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH13,2,2,PH702,NULL,NULL,NULL,NULL,CREDIT,NULL
2121EE08,2,2,EE540,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH01,2,2,PH701,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH01,2,2,PH702,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CE05,2,2,CE549,NULL,NULL,NULL,NULL,CREDIT,NULL
2021CS13,3,3,CS544,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME02,2,2,ME742,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME02,2,2,ME533,NULL,NULL,NULL,NULL,AUDIT,NULL
2121ME02,2,2,ME503,NULL,NULL,NULL,NULL,AUDIT,NULL
2121MA03,2,2,MA529,NULL,NULL,NULL,NULL,CREDIT,NULL
2121MA09,2,2,MA533,NULL,NULL,NULL,NULL,CREDIT,NULL
2121MA09,2,2,CS564,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB10,2,2,CB501,NULL,NULL,NULL,NULL,AUDIT,NULL
2121CE01,2,2,CE549,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH02,2,2,PH609,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH02,2,2,PH704,NULL,NULL,NULL,NULL,CREDIT,NULL
2121EE11,2,2,EE525,NULL,NULL,NULL,NULL,CREDIT,NULL
2121PH06,2,2,PH701,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS06,2,2,HS711,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS06,2,2,HS713,NULL,NULL,NULL,NULL,CREDIT,NULL
2121MA08,2,2,MA539,NULL,NULL,NULL,NULL,CREDIT,NULL
2021CS17,3,3,CS561,NULL,NULL,NULL,NULL,CREDIT,NULL
2121EE03,2,2,EE534,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME19,2,2,ME512,NULL,NULL,NULL,NULL,AUDIT,NULL
2021ME17,3,3,ME533,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CH05,2,2,CH605,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CH02,2,2,CH605,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME01,2,2,ME537,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME01,2,2,MH503,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME13,2,2,MH503,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME13,2,2,ME533,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CE15,2,2,CE545,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CS16,2,2,CS577,NULL,NULL,NULL,NULL,CREDIT,NULL
2121EE02,2,2,EE570,NULL,NULL,NULL,NULL,CREDIT,NULL
2121EE01,2,2,EE512,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME08,2,2,ME742,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB12,2,2,CH601,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB12,2,2,PH601,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB12,2,2,CE571,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CB07,2,2,ME503,NULL,NULL,NULL,NULL,CREDIT,NULL
2121CE03,2,2,CE545,NULL,NULL,NULL,NULL,AUDIT,NULL
2121CS06,2,2,CS575,NULL,NULL,NULL,NULL,CREDIT,NULL
2000BI01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI04,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI04,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI05,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI05,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI06,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI06,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI07,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI07,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI08,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000BI08,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB04,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB04,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB05,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB05,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB06,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB06,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB07,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CB07,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CE01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CE01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CE02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CE02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CH01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CH01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000CS03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000EE03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000ME03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM04,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000MM04,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH01,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH01,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH02,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH02,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH03,2,2,HS002,NULL,NULL,NULL,NULL,CORE,NULL
2000PH03,2,2,MA002,NULL,NULL,NULL,NULL,CORE,NULL
1901ME01,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME03,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME04,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME06,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME07,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME08,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME10,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME11,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME12,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME13,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME14,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME15,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME16,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME17,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME18,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME19,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME20,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME21,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME22,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME23,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME24,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME25,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME26,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME27,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME28,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME29,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME30,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME31,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME32,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME33,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME35,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME36,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME37,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME38,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME39,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME40,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME41,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME43,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME44,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME45,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME46,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME48,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME49,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME50,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME51,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME52,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME53,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME55,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME56,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME58,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME59,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME61,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME62,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME63,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME65,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME66,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME68,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME69,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME72,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1901ME73,5,5,ME315,NULL,NULL,NULL,NULL,CORE,NULL
1801CS31,7,7,CS571,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CS31,7,7,CS564,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CS31,7,7,CS577,NULL,NULL,NULL,NULL,Department Elective - IV,NULL
1801CS31,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective,NULL
1801CS31,7,7,CS491,NULL,NULL,NULL,NULL,CORE,NULL
1911MT01,4,4,MH604,NULL,NULL,NULL,NULL,CORE,NULL
1911MT09,4,4,MH604,NULL,NULL,NULL,NULL,CORE,NULL
1801EE62,7,7,EE525,NULL,NULL,NULL,NULL,Department Elective - I,NULL
1801EE62,7,7,EE484,NULL,NULL,NULL,NULL,CORE,NULL
1801EE62,7,7,EE485,NULL,NULL,NULL,NULL,CORE,NULL
1801EE62,7,7,EE486,NULL,NULL,NULL,NULL,CORE,NULL
1801EE62,7,7,EE493,NULL,NULL,NULL,NULL,CORE,NULL
1801CS69,7,7,CS571,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CS69,7,7,CS577,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CS69,7,7,CS555,NULL,NULL,NULL,NULL,Department Elective - IV,NULL
1801CS69,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective,NULL
1801CS69,7,7,CS491,NULL,NULL,NULL,NULL,CORE,NULL
1801CS06,7,7,CS571,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CS06,7,7,CS564,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CS06,7,7,CS544,NULL,NULL,NULL,NULL,Department Elective - IV,NULL
1801CS06,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective,NULL
1801CS06,7,7,CS491,NULL,NULL,NULL,NULL,CORE,NULL
2001ME05,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME05,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME05,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME05,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME05,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001CS84,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001EE87,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001EE87,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM24,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM24,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM24,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM24,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM24,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
1801CE04,7,7,CE549,NULL,NULL,NULL,NULL,Department Elective - I,NULL
1801CE04,7,7,CE543,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CE04,7,7,CE571,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CE04,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective - III,NULL
1801CE04,7,7,CE491,NULL,NULL,NULL,NULL,CORE,NULL
1801CE04,7,7,CE495,NULL,NULL,NULL,NULL,CORE,NULL
2001ME30,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME30,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME30,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME30,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME30,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
1801CE28,7,7,CE549,NULL,NULL,NULL,NULL,Department Elective - I,NULL
1801CE28,7,7,CE543,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CE28,7,7,CE571,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CE28,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective - III,NULL
1801CE28,7,7,CE491,NULL,NULL,NULL,NULL,CORE,NULL
1801CE28,7,7,CE495,NULL,NULL,NULL,NULL,CORE,NULL
2001EE68,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE68,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE68,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE68,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE68,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE68,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE13,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE13,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE13,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE13,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE13,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE13,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CB03,3,3,CB203,NULL,NULL,NULL,NULL,CORE,NULL
2001CB03,3,3,CB205,NULL,NULL,NULL,NULL,CORE,NULL
2001CB03,3,3,CB211,NULL,NULL,NULL,NULL,CORE,NULL
2001CB03,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS14,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS14,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS14,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS14,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS14,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CE16,3,3,CE203,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,CE211,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,CE213,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,CE291,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,CE293,NULL,NULL,NULL,NULL,CORE,NULL
2001CE16,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE33,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE33,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE33,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE33,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE33,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE33,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS42,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS42,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS42,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS42,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS42,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
1801CE09,7,7,CE549,NULL,NULL,NULL,NULL,Department Elective - I,NULL
1801CE09,7,7,CE543,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CE09,7,7,CE571,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CE09,7,7,CE491,NULL,NULL,NULL,NULL,CORE,NULL
1801CE09,7,7,CE495,NULL,NULL,NULL,NULL,CORE,NULL
2001EE86,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001EE86,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS52,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS52,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS52,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS52,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS52,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
1801ME27,7,7,ME503,NULL,NULL,NULL,NULL,Department Elective - I,NULL
1801ME27,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective - III,NULL
1801ME27,7,7,ME431,NULL,NULL,NULL,NULL,CORE,NULL
1801ME27,7,7,ME495,NULL,NULL,NULL,NULL,CORE,NULL
1801CB03,7,7,HS531,NULL,NULL,NULL,NULL,Open Elective - III,NULL
1801CB03,7,7,CB401,NULL,NULL,NULL,NULL,CORE,NULL
1801CB03,7,7,CB405,NULL,NULL,NULL,NULL,CORE,NULL
1801CB03,7,7,CB407,NULL,NULL,NULL,NULL,CORE,NULL
1801CB03,7,7,CB409,NULL,NULL,NULL,NULL,CORE,NULL
1801CB03,7,7,CB417,NULL,NULL,NULL,NULL,CORE,NULL
2001CB54,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CB54,3,3,CB203,NULL,NULL,NULL,NULL,CORE,NULL
2001CB54,3,3,CB205,NULL,NULL,NULL,NULL,CORE,NULL
2001CB54,3,3,CB211,NULL,NULL,NULL,NULL,CORE,NULL
